Magnetic_Field_Strength,Gradient_Strength,RF_Power,Pulse_Sequence,Scan_Duration,Time,label,parameter
2,15,161,1,50,2,Not malfunction,parameters are working correctly
2,21,240,2,30,9,Malfunction,RF_Power
2,11,75,4,45,4,Not malfunction,parameters are working correctly
2,24,140,4,43,1,Not malfunction,parameters are working correctly
1,29,86,2,51,1,Not malfunction,parameters are working correctly
1,25,236,4,57,10,Malfunction,RF_Power
3,28,166,3,59,1,Not malfunction,parameters are working correctly
3,22,97,3,17,3,Not malfunction,parameters are working correctly
1,17,150,2,37,5,Not malfunction,parameters are working correctly
1,14,65,6,47,7,Malfunction,Pulse_Sequence
1,39,106,3,35,9,Malfunction,Gradient_Strength
1,27,217,3,26,6,Malfunction,RF_Power
1,28,106,5,15,4,Not malfunction,parameters are working correctly
1,23,62,2,34,3,Not malfunction,parameters are working correctly
1,28,108,4,17,5,Not malfunction,parameters are working correctly
1,12,245,1,47,10,Malfunction,RF_Power
2,12,170,8,54,9,Malfunction,Pulse_Sequence
4,17,195,2,49,8,Malfunction,Magnetic_Field_Strength
2,18,187,4,85,10,Malfunction,Scan_Duration
4,21,122,3,39,8,Malfunction,Magnetic_Field_Strength
3,24,177,1,15,2,Not malfunction,parameters are working correctly
1,22,123,2,78,7,Malfunction,Scan_Duration
2,29,136,1,43,5,Not malfunction,parameters are working correctly
2,19,138,5,19,2,Not malfunction,parameters are working correctly
2,38,131,1,30,9,Malfunction,Gradient_Strength
1,35,135,3,46,9,Malfunction,Gradient_Strength
2,23,135,6,42,9,Malfunction,Pulse_Sequence
2,16,88,3,32,5,Not malfunction,parameters are working correctly
2,18,195,6,50,6,Malfunction,Pulse_Sequence
2,18,227,2,30,6,Malfunction,RF_Power
3,26,150,5,46,4,Not malfunction,parameters are working correctly
1,24,190,6,22,9,Malfunction,Pulse_Sequence
3,26,148,1,40,5,Not malfunction,parameters are working correctly
1,29,69,1,54,2,Not malfunction,parameters are working correctly
2,18,50,2,54,1,Not malfunction,parameters are working correctly
3,19,174,3,15,5,Not malfunction,parameters are working correctly
1,22,224,3,45,10,Malfunction,RF_Power
3,22,102,5,47,4,Not malfunction,parameters are working correctly
1,16,44,6,21,10,Malfunction,Pulse_Sequence
2,35,144,1,39,8,Malfunction,Gradient_Strength
1,28,55,1,34,2,Not malfunction,parameters are working correctly
1,38,152,3,26,10,Malfunction,Gradient_Strength
1,15,184,6,41,7,Malfunction,Pulse_Sequence
2,13,105,1,49,1,Not malfunction,parameters are working correctly
1,13,164,7,43,9,Malfunction,Pulse_Sequence
2,27,159,2,20,3,Not malfunction,parameters are working correctly
1,20,59,2,42,4,Not malfunction,parameters are working correctly
1,19,107,2,51,1,Not malfunction,parameters are working correctly
2,37,155,2,36,6,Malfunction,Gradient_Strength
2,27,110,5,34,2,Not malfunction,parameters are working correctly
3,13,197,5,32,4,Not malfunction,parameters are working correctly
3,12,76,3,37,2,Not malfunction,parameters are working correctly
1,20,245,2,54,7,Malfunction,RF_Power
2,12,89,3,58,4,Not malfunction,parameters are working correctly
3,21,145,4,49,3,Not malfunction,parameters are working correctly
1,17,108,3,78,6,Malfunction,Scan_Duration
0,22,99,8,36,7,Malfunction,Pulse_Sequence
2,38,131,2,46,9,Malfunction,Gradient_Strength
1,25,120,8,36,7,Malfunction,Pulse_Sequence
1,14,170,4,17,1,Not malfunction,parameters are working correctly
3,26,96,3,57,3,Not malfunction,parameters are working correctly
1,23,248,3,37,8,Malfunction,RF_Power
1,17,243,2,36,8,Malfunction,RF_Power
6,17,145,1,44,10,Malfunction,Magnetic_Field_Strength
2,24,246,0,36,9,Malfunction,RF_Power
1,10,106,8,34,6,Malfunction,Pulse_Sequence
2,17,135,1,51,2,Not malfunction,parameters are working correctly
2,18,148,5,46,1,Not malfunction,parameters are working correctly
2,30,145,4,58,4,Not malfunction,parameters are working correctly
1,26,96,3,16,4,Not malfunction,parameters are working correctly
2,22,137,7,26,6,Malfunction,Pulse_Sequence
3,24,178,2,39,4,Not malfunction,parameters are working correctly
4,17,106,3,48,9,Malfunction,Magnetic_Field_Strength
1,27,184,2,26,3,Not malfunction,parameters are working correctly
2,18,132,2,15,1,Not malfunction,parameters are working correctly
1,10,80,3,48,5,Not malfunction,parameters are working correctly
2,31,65,2,88,10,Malfunction,Scan_Duration
1,23,213,3,19,9,Malfunction,RF_Power
2,14,238,5,31,10,Malfunction,RF_Power
1,23,150,8,31,10,Malfunction,Pulse_Sequence
1,40,81,1,33,8,Malfunction,Gradient_Strength
2,28,81,6,38,10,Malfunction,Pulse_Sequence
2,13,83,5,22,2,Not malfunction,parameters are working correctly
2,15,227,1,36,7,Malfunction,RF_Power
3,26,67,2,60,2,Not malfunction,parameters are working correctly
1,12,162,4,15,3,Not malfunction,parameters are working correctly
1,15,138,1,33,3,Not malfunction,parameters are working correctly
3,25,154,3,51,4,Not malfunction,parameters are working correctly
1,20,182,1,83,7,Malfunction,Scan_Duration
1,19,70,8,33,7,Malfunction,Pulse_Sequence
3,22,147,2,43,1,Not malfunction,parameters are working correctly
3,29,131,4,38,4,Not malfunction,parameters are working correctly
2,26,117,4,27,3,Not malfunction,parameters are working correctly
3,11,77,4,22,3,Not malfunction,parameters are working correctly
3,17,95,4,35,5,Not malfunction,parameters are working correctly
1,32,132,3,85,8,Malfunction,Scan_Duration
1,20,66,5,25,5,Not malfunction,parameters are working correctly
3,25,178,4,22,3,Not malfunction,parameters are working correctly
3,11,124,4,57,5,Not malfunction,parameters are working correctly
3,23,95,2,59,5,Not malfunction,parameters are working correctly
2,35,146,2,29,7,Malfunction,Gradient_Strength
1,19,213,3,58,8,Malfunction,RF_Power
5,18,120,2,36,8,Malfunction,Magnetic_Field_Strength
2,11,68,2,52,1,Not malfunction,parameters are working correctly
3,26,158,2,49,3,Not malfunction,parameters are working correctly
1,18,92,1,27,1,Not malfunction,parameters are working correctly
2,24,236,5,27,7,Malfunction,RF_Power
1,23,59,3,60,1,Not malfunction,parameters are working correctly
1,20,85,1,41,5,Not malfunction,parameters are working correctly
1,20,51,4,42,2,Not malfunction,parameters are working correctly
1,17,136,2,83,9,Malfunction,Scan_Duration
1,19,96,5,25,2,Not malfunction,parameters are working correctly
2,18,57,1,16,3,Not malfunction,parameters are working correctly
1,39,127,3,52,8,Malfunction,Gradient_Strength
3,28,121,1,18,4,Not malfunction,parameters are working correctly
3,28,83,2,32,2,Not malfunction,parameters are working correctly
5,16,68,5,36,6,Malfunction,Magnetic_Field_Strength
1,18,53,3,58,5,Not malfunction,parameters are working correctly
2,36,117,2,38,7,Malfunction,Gradient_Strength
2,21,228,3,32,8,Malfunction,RF_Power
3,21,104,1,46,1,Not malfunction,parameters are working correctly
1,26,99,3,88,10,Malfunction,Scan_Duration
2,14,105,8,47,7,Malfunction,Pulse_Sequence
6,18,168,1,52,7,Malfunction,Magnetic_Field_Strength
2,26,163,2,47,2,Not malfunction,parameters are working correctly
1,38,129,1,55,9,Malfunction,Gradient_Strength
1,19,63,8,56,6,Malfunction,Pulse_Sequence
2,15,147,2,85,10,Malfunction,Scan_Duration
2,16,185,7,40,7,Malfunction,Pulse_Sequence
1,28,187,1,51,1,Not malfunction,parameters are working correctly
1,38,126,1,47,6,Malfunction,Gradient_Strength
1,10,83,2,38,2,Not malfunction,parameters are working correctly
2,17,229,2,33,10,Malfunction,RF_Power
1,29,132,3,55,1,Not malfunction,parameters are working correctly
2,21,143,3,73,6,Malfunction,Scan_Duration
1,14,137,3,19,3,Not malfunction,parameters are working correctly
1,24,184,4,49,5,Not malfunction,parameters are working correctly
2,21,225,3,23,8,Malfunction,RF_Power
0,19,126,4,81,10,Malfunction,Scan_Duration
3,10,148,4,22,4,Not malfunction,parameters are working correctly
3,12,145,1,27,5,Not malfunction,parameters are working correctly
1,11,75,4,59,3,Not malfunction,parameters are working correctly
1,17,99,2,53,3,Not malfunction,parameters are working correctly
2,37,121,2,43,6,Malfunction,Gradient_Strength
3,13,125,1,35,3,Not malfunction,parameters are working correctly
2,23,120,2,45,1,Not malfunction,parameters are working correctly
1,16,169,3,71,10,Malfunction,Scan_Duration
2,19,154,5,40,3,Not malfunction,parameters are working correctly
3,26,123,1,34,1,Not malfunction,parameters are working correctly
3,22,82,5,34,4,Not malfunction,parameters are working correctly
2,15,139,3,44,1,Not malfunction,parameters are working correctly
3,12,116,2,49,1,Not malfunction,parameters are working correctly
6,18,131,3,50,8,Malfunction,Magnetic_Field_Strength
1,17,141,2,22,2,Not malfunction,parameters are working correctly
2,30,195,5,25,1,Not malfunction,parameters are working correctly
2,17,238,1,30,8,Malfunction,RF_Power
1,14,160,6,46,7,Malfunction,Pulse_Sequence
2,29,168,2,33,3,Not malfunction,parameters are working correctly
1,39,99,2,38,6,Malfunction,Gradient_Strength
3,15,117,4,24,4,Not malfunction,parameters are working correctly
3,12,191,4,34,5,Not malfunction,parameters are working correctly
1,39,127,4,26,9,Malfunction,Gradient_Strength
1,28,63,3,30,4,Not malfunction,parameters are working correctly
1,12,180,2,80,9,Malfunction,Scan_Duration
2,40,46,2,43,9,Malfunction,Gradient_Strength
3,19,156,3,46,2,Not malfunction,parameters are working correctly
2,20,139,1,57,2,Not malfunction,parameters are working correctly
3,24,105,3,25,5,Not malfunction,parameters are working correctly
2,21,171,1,52,1,Not malfunction,parameters are working correctly
1,40,185,3,26,9,Malfunction,Gradient_Strength
1,35,145,2,50,8,Malfunction,Gradient_Strength
2,26,146,5,24,3,Not malfunction,parameters are working correctly
2,35,161,3,39,9,Malfunction,Gradient_Strength
2,15,92,3,27,2,Not malfunction,parameters are working correctly
2,15,97,6,43,8,Malfunction,Pulse_Sequence
2,22,84,1,41,4,Not malfunction,parameters are working correctly
2,27,118,2,39,3,Not malfunction,parameters are working correctly
2,18,105,4,89,10,Malfunction,Scan_Duration
6,20,180,3,20,8,Malfunction,Magnetic_Field_Strength
1,23,159,5,23,2,Not malfunction,parameters are working correctly
1,28,77,3,34,4,Not malfunction,parameters are working correctly
2,10,177,4,21,2,Not malfunction,parameters are working correctly
2,22,235,2,44,10,Malfunction,RF_Power
1,21,55,1,74,8,Malfunction,Scan_Duration
1,22,127,6,25,7,Malfunction,Pulse_Sequence
1,14,211,2,59,8,Malfunction,RF_Power
3,20,164,4,32,1,Not malfunction,parameters are working correctly
1,37,77,1,42,7,Malfunction,Gradient_Strength
2,38,84,4,31,9,Malfunction,Gradient_Strength
1,23,183,3,75,9,Malfunction,Scan_Duration
2,28,79,7,55,10,Malfunction,Pulse_Sequence
1,9,151,7,41,6,Malfunction,Pulse_Sequence
3,13,148,2,28,1,Not malfunction,parameters are working correctly
1,19,171,8,37,6,Malfunction,Pulse_Sequence
1,18,84,5,36,3,Not malfunction,parameters are working correctly
2,18,69,4,38,2,Not malfunction,parameters are working correctly
1,39,100,3,46,7,Malfunction,Gradient_Strength
3,17,158,1,26,1,Not malfunction,parameters are working correctly
5,23,126,3,34,6,Malfunction,Magnetic_Field_Strength
2,14,193,5,24,5,Not malfunction,parameters are working correctly
1,28,136,3,18,4,Not malfunction,parameters are working correctly
2,35,240,3,28,6,Malfunction,RF_Power
3,13,131,4,42,1,Not malfunction,parameters are working correctly
2,17,130,2,86,9,Malfunction,Scan_Duration
1,20,76,3,33,5,Not malfunction,parameters are working correctly
2,11,201,2,77,10,Malfunction,Scan_Duration
2,19,50,4,53,5,Not malfunction,parameters are working correctly
2,12,172,4,54,4,Not malfunction,parameters are working correctly
2,16,70,5,31,5,Not malfunction,parameters are working correctly
1,27,89,2,27,3,Not malfunction,parameters are working correctly
2,12,101,3,80,7,Malfunction,Scan_Duration
2,39,136,2,45,10,Malfunction,Gradient_Strength
4,10,142,3,21,8,Malfunction,Magnetic_Field_Strength
3,17,174,2,26,4,Not malfunction,parameters are working correctly
3,16,50,1,58,4,Not malfunction,parameters are working correctly
3,27,127,4,36,5,Not malfunction,parameters are working correctly
1,16,119,1,28,4,Not malfunction,parameters are working correctly
1,30,98,5,28,3,Not malfunction,parameters are working correctly
2,19,160,3,19,1,Not malfunction,parameters are working correctly
2,18,214,4,60,7,Malfunction,RF_Power
1,26,226,2,42,9,Malfunction,RF_Power
2,18,71,4,58,5,Not malfunction,parameters are working correctly
1,16,226,3,34,7,Malfunction,RF_Power
2,9,117,8,24,10,Malfunction,Pulse_Sequence
3,13,72,2,37,5,Not malfunction,parameters are working correctly
1,15,51,4,46,3,Not malfunction,parameters are working correctly
1,28,225,2,41,10,Malfunction,RF_Power
2,39,144,3,34,7,Malfunction,Gradient_Strength
6,28,159,2,51,9,Malfunction,Magnetic_Field_Strength
1,20,187,2,56,2,Not malfunction,parameters are working correctly
1,21,235,4,43,9,Malfunction,RF_Power
1,16,114,3,75,6,Malfunction,Scan_Duration
2,30,177,1,44,3,Not malfunction,parameters are working correctly
2,17,156,2,89,10,Malfunction,Scan_Duration
2,39,50,2,20,9,Malfunction,Gradient_Strength
3,20,181,4,59,1,Not malfunction,parameters are working correctly
4,28,77,2,49,6,Malfunction,Magnetic_Field_Strength
3,29,152,1,52,1,Not malfunction,parameters are working correctly
1,24,135,3,39,3,Not malfunction,parameters are working correctly
2,20,231,2,41,10,Malfunction,RF_Power
2,16,216,3,21,7,Malfunction,RF_Power
2,33,122,6,32,8,Malfunction,Pulse_Sequence
6,21,243,3,22,9,Malfunction,Magnetic_Field_Strength
4,16,67,3,43,10,Malfunction,Magnetic_Field_Strength
2,23,92,3,56,4,Not malfunction,parameters are working correctly
1,22,101,2,85,10,Malfunction,Scan_Duration
3,20,157,4,24,2,Not malfunction,parameters are working correctly
3,22,160,1,54,5,Not malfunction,parameters are working correctly
2,29,59,5,43,1,Not malfunction,parameters are working correctly
1,27,162,4,37,1,Not malfunction,parameters are working correctly
3,15,190,5,18,3,Not malfunction,parameters are working correctly
2,36,85,4,53,6,Malfunction,Gradient_Strength
2,21,170,3,43,1,Not malfunction,parameters are working correctly
2,29,147,2,76,9,Malfunction,Scan_Duration
2,15,223,3,29,8,Malfunction,RF_Power
3,16,168,8,28,6,Malfunction,Pulse_Sequence
3,14,73,3,42,4,Not malfunction,parameters are working correctly
1,28,65,1,52,5,Not malfunction,parameters are working correctly
0,40,154,0,48,10,Malfunction,Gradient_Strength
2,28,143,4,76,7,Malfunction,Scan_Duration
0,20,95,8,52,8,Malfunction,Pulse_Sequence
2,36,-13,3,40,7,Malfunction,Gradient_Strength
2,25,154,6,47,7,Malfunction,Pulse_Sequence
4,14,86,2,56,10,Malfunction,Magnetic_Field_Strength
3,22,79,1,26,3,Not malfunction,parameters are working correctly
6,26,120,3,54,6,Malfunction,Magnetic_Field_Strength
2,38,27,3,35,9,Malfunction,Gradient_Strength
2,19,121,3,54,5,Not malfunction,parameters are working correctly
1,15,113,5,18,5,Not malfunction,parameters are working correctly
1,11,102,6,14,10,Malfunction,Pulse_Sequence
3,14,128,5,48,4,Not malfunction,parameters are working correctly
2,37,58,1,24,6,Malfunction,Gradient_Strength
2,14,247,2,36,10,Malfunction,RF_Power
1,38,126,4,22,8,Malfunction,Gradient_Strength
3,19,211,2,31,7,Malfunction,RF_Power
2,29,91,6,50,9,Malfunction,Pulse_Sequence
2,4,145,8,18,6,Malfunction,Pulse_Sequence
1,16,211,3,35,7,Malfunction,RF_Power
1,16,218,1,32,10,Malfunction,RF_Power
3,20,95,2,36,2,Not malfunction,parameters are working correctly
1,18,127,3,87,8,Malfunction,Scan_Duration
3,23,58,3,25,5,Not malfunction,parameters are working correctly
1,11,195,4,57,4,Not malfunction,parameters are working correctly
1,37,110,1,52,8,Malfunction,Gradient_Strength
2,21,129,5,54,2,Not malfunction,parameters are working correctly
3,12,192,3,19,2,Not malfunction,parameters are working correctly
1,12,51,3,26,1,Not malfunction,parameters are working correctly
2,38,123,1,42,7,Malfunction,Gradient_Strength
5,25,116,2,55,8,Malfunction,Magnetic_Field_Strength
2,15,139,1,45,4,Not malfunction,parameters are working correctly
2,18,124,3,71,9,Malfunction,Scan_Duration
2,14,167,4,35,5,Not malfunction,parameters are working correctly
5,20,145,2,44,9,Malfunction,Magnetic_Field_Strength
1,40,157,3,42,10,Malfunction,Gradient_Strength
2,26,96,4,38,3,Not malfunction,parameters are working correctly
1,24,177,2,52,3,Not malfunction,parameters are working correctly
1,18,35,6,49,8,Malfunction,Pulse_Sequence
2,20,189,6,55,9,Malfunction,Pulse_Sequence
2,25,57,5,24,4,Not malfunction,parameters are working correctly
2,35,111,3,49,10,Malfunction,Gradient_Strength
5,20,138,1,31,7,Malfunction,Magnetic_Field_Strength
3,26,69,4,40,4,Not malfunction,parameters are working correctly
6,11,86,5,31,9,Malfunction,Magnetic_Field_Strength
6,26,123,3,15,6,Malfunction,Magnetic_Field_Strength
1,25,134,3,90,9,Malfunction,Scan_Duration
5,13,165,5,41,9,Malfunction,Magnetic_Field_Strength
2,26,158,5,41,2,Not malfunction,parameters are working correctly
4,24,176,1,19,10,Malfunction,Magnetic_Field_Strength
1,22,167,1,44,1,Not malfunction,parameters are working correctly
1,18,245,2,50,8,Malfunction,RF_Power
2,25,120,4,21,4,Not malfunction,parameters are working correctly
2,24,110,8,42,6,Malfunction,Pulse_Sequence
3,19,167,1,17,1,Not malfunction,parameters are working correctly
3,16,198,1,37,5,Not malfunction,parameters are working correctly
1,19,220,2,19,9,Malfunction,RF_Power
4,27,84,4,49,9,Malfunction,Magnetic_Field_Strength
1,35,171,2,40,7,Malfunction,Gradient_Strength
2,18,250,3,39,8,Malfunction,RF_Power
1,12,57,2,28,2,Not malfunction,parameters are working correctly
1,22,151,8,17,6,Malfunction,Pulse_Sequence
2,16,95,3,43,5,Not malfunction,parameters are working correctly
2,21,134,4,42,2,Not malfunction,parameters are working correctly
3,24,185,5,19,5,Not malfunction,parameters are working correctly
1,7,233,4,21,6,Malfunction,RF_Power
3,21,123,4,20,2,Not malfunction,parameters are working correctly
2,25,72,2,24,5,Not malfunction,parameters are working correctly
