Heart_Rate,Blood_Pressure_Systolic,Blood_Pressure_Diastolic,Oxygen_Saturation,Temperature,Time,label,parameter
88,100,85,97,36,6,Malfunction,Blood_Pressure_Diastolic
79,95,73,85,36,6,Malfunction,Oxygen_Saturation
65,149,72,98,36,8,Malfunction,Blood_Pressure_Systolic
87,104,65,95,37,5,Not malfunction,parameters are working correctly
114,97,72,95,36,10,Malfunction,Heart_Rate
72,102,62,97,39,7,Malfunction,Temperature
92,105,66,95,37,4,Not malfunction,parameters are working correctly
111,87,69,96,36,10,Malfunction,Heart_Rate
88,101,67,97,37,2,Not malfunction,parameters are working correctly
73,95,71,98,37,1,Not malfunction,parameters are working correctly
94,106,73,96,36,2,Not malfunction,parameters are working correctly
65,107,68,97,36,3,Not malfunction,parameters are working correctly
71,106,70,96,40,10,Malfunction,Temperature
60,107,72,100,36,1,Not malfunction,parameters are working correctly
73,113,73,98,37,4,Not malfunction,parameters are working correctly
86,110,72,100,36,2,Not malfunction,parameters are working correctly
60,119,76,96,37,1,Not malfunction,parameters are working correctly
83,106,86,97,36,10,Malfunction,Blood_Pressure_Diastolic
89,99,69,88,36,10,Malfunction,Oxygen_Saturation
115,103,67,96,36,8,Malfunction,Heart_Rate
99,90,68,100,37,1,Not malfunction,parameters are working correctly
65,110,79,99,37,2,Not malfunction,parameters are working correctly
88,95,68,97,37,3,Not malfunction,parameters are working correctly
119,116,74,97,36,6,Malfunction,Heart_Rate
79,117,72,96,37,2,Not malfunction,parameters are working correctly
100,94,60,96,36,1,Not malfunction,parameters are working correctly
83,105,73,87,36,10,Malfunction,Oxygen_Saturation
83,104,78,97,37,4,Not malfunction,parameters are working correctly
63,119,79,100,37,5,Not malfunction,parameters are working correctly
87,118,67,99,37,2,Not malfunction,parameters are working correctly
65,104,69,99,37,4,Not malfunction,parameters are working correctly
92,93,87,94,36,8,Malfunction,Blood_Pressure_Diastolic
70,101,78,99,36,4,Not malfunction,parameters are working correctly
70,102,93,96,36,10,Malfunction,Blood_Pressure_Diastolic
63,120,74,99,37,5,Not malfunction,parameters are working correctly
92,94,66,89,36,8,Malfunction,Oxygen_Saturation
75,104,89,98,36,6,Malfunction,Blood_Pressure_Diastolic
96,119,75,100,36,5,Not malfunction,parameters are working correctly
65,110,69,90,36,8,Malfunction,Oxygen_Saturation
128,104,70,97,36,8,Malfunction,Heart_Rate
86,103,60,100,37,3,Not malfunction,parameters are working correctly
67,116,73,99,36,4,Not malfunction,parameters are working correctly
91,116,78,86,36,8,Malfunction,Oxygen_Saturation
75,107,77,100,37,4,Not malfunction,parameters are working correctly
87,131,72,97,36,6,Malfunction,Blood_Pressure_Systolic
96,106,67,97,37,5,Not malfunction,parameters are working correctly
96,109,85,97,36,8,Malfunction,Blood_Pressure_Diastolic
74,136,71,96,36,9,Malfunction,Blood_Pressure_Systolic
60,103,61,95,36,4,Not malfunction,parameters are working correctly
68,101,75,97,38,6,Malfunction,Temperature
99,114,76,98,36,3,Not malfunction,parameters are working correctly
75,103,64,98,36,3,Not malfunction,parameters are working correctly
84,91,61,98,37,3,Not malfunction,parameters are working correctly
92,115,61,99,37,1,Not malfunction,parameters are working correctly
82,108,78,99,36,4,Not malfunction,parameters are working correctly
100,109,60,98,37,1,Not malfunction,parameters are working correctly
85,133,71,99,36,8,Malfunction,Blood_Pressure_Systolic
63,94,76,100,37,5,Not malfunction,parameters are working correctly
86,98,70,97,37,5,Not malfunction,parameters are working correctly
74,133,71,96,36,6,Malfunction,Blood_Pressure_Systolic
79,120,61,100,37,2,Not malfunction,parameters are working correctly
78,105,72,90,35,10,Malfunction,Oxygen_Saturation
104,96,63,96,39,6,Malfunction,Temperature
62,102,72,100,37,4,Not malfunction,parameters are working correctly
78,95,87,97,40,9,Malfunction,Temperature
114,98,68,98,36,8,Malfunction,Heart_Rate
74,107,67,100,37,1,Not malfunction,parameters are working correctly
84,136,63,94,36,7,Malfunction,Blood_Pressure_Systolic
116,92,70,96,36,10,Malfunction,Heart_Rate
76,114,88,98,36,10,Malfunction,Blood_Pressure_Diastolic
74,100,87,97,36,7,Malfunction,Blood_Pressure_Diastolic
110,105,70,100,36,8,Malfunction,Heart_Rate
88,116,73,95,37,2,Not malfunction,parameters are working correctly
81,102,93,100,36,9,Malfunction,Blood_Pressure_Diastolic
95,96,75,100,36,3,Not malfunction,parameters are working correctly
63,90,70,95,36,5,Not malfunction,parameters are working correctly
125,119,62,98,36,7,Malfunction,Heart_Rate
88,110,65,100,36,2,Not malfunction,parameters are working correctly
72,112,88,97,36,6,Malfunction,Blood_Pressure_Diastolic
81,90,68,99,36,3,Not malfunction,parameters are working correctly
74,104,69,100,36,4,Not malfunction,parameters are working correctly
89,113,68,100,36,2,Not malfunction,parameters are working correctly
63,90,77,100,37,2,Not malfunction,parameters are working correctly
114,97,79,98,36,10,Malfunction,Heart_Rate
77,99,79,95,37,3,Not malfunction,parameters are working correctly
89,112,72,96,36,1,Not malfunction,parameters are working correctly
100,102,74,97,36,5,Not malfunction,parameters are working correctly
82,105,91,98,36,7,Malfunction,Blood_Pressure_Diastolic
75,114,64,97,37,3,Not malfunction,parameters are working correctly
85,139,71,96,36,10,Malfunction,Blood_Pressure_Systolic
66,147,72,98,36,10,Malfunction,Blood_Pressure_Systolic
89,92,72,96,36,1,Not malfunction,parameters are working correctly
64,100,85,97,36,8,Malfunction,Blood_Pressure_Diastolic
67,90,71,98,36,3,Not malfunction,parameters are working correctly
129,96,64,99,36,9,Malfunction,Heart_Rate
67,109,68,95,36,2,Not malfunction,parameters are working correctly
89,93,70,96,36,2,Not malfunction,parameters are working correctly
70,110,65,98,38,6,Malfunction,Temperature
80,113,64,97,36,3,Not malfunction,parameters are working correctly
63,103,67,95,37,4,Not malfunction,parameters are working correctly
77,85,90,97,36,10,Malfunction,Blood_Pressure_Diastolic
100,108,61,98,36,1,Not malfunction,parameters are working correctly
73,148,77,96,36,8,Malfunction,Blood_Pressure_Systolic
84,131,69,95,36,6,Malfunction,Blood_Pressure_Systolic
61,99,60,95,37,5,Not malfunction,parameters are working correctly
72,103,62,95,37,4,Not malfunction,parameters are working correctly
128,100,72,96,36,9,Malfunction,Heart_Rate
64,97,62,100,36,4,Not malfunction,parameters are working correctly
68,117,71,97,37,5,Not malfunction,parameters are working correctly
118,108,78,95,36,6,Malfunction,Heart_Rate
62,96,70,95,37,1,Not malfunction,parameters are working correctly
120,103,60,97,36,7,Malfunction,Heart_Rate
68,99,62,97,36,3,Not malfunction,parameters are working correctly
94,94,62,99,36,3,Not malfunction,parameters are working correctly
81,94,75,86,36,6,Malfunction,Oxygen_Saturation
60,91,61,95,36,4,Not malfunction,parameters are working correctly
79,112,88,95,36,8,Malfunction,Blood_Pressure_Diastolic
130,104,71,97,36,9,Malfunction,Heart_Rate
73,120,60,99,37,4,Not malfunction,parameters are working correctly
113,113,63,99,36,10,Malfunction,Heart_Rate
65,107,74,99,36,3,Not malfunction,parameters are working correctly
74,111,68,95,37,5,Not malfunction,parameters are working correctly
117,106,72,97,36,7,Malfunction,Heart_Rate
83,141,74,95,36,7,Malfunction,Blood_Pressure_Systolic
80,114,66,100,36,3,Not malfunction,parameters are working correctly
67,101,76,97,36,1,Not malfunction,parameters are working correctly
82,112,69,100,36,1,Not malfunction,parameters are working correctly
76,107,71,85,36,7,Malfunction,Oxygen_Saturation
87,91,70,97,37,4,Not malfunction,parameters are working correctly
86,97,66,100,37,3,Not malfunction,parameters are working correctly
90,97,69,99,36,1,Not malfunction,parameters are working correctly
66,99,66,100,37,3,Not malfunction,parameters are working correctly
99,99,70,100,37,5,Not malfunction,parameters are working correctly
90,102,64,86,36,9,Malfunction,Oxygen_Saturation
92,119,67,100,37,1,Not malfunction,parameters are working correctly
90,115,65,96,37,1,Not malfunction,parameters are working correctly
69,101,67,98,40,10,Malfunction,Temperature
95,107,72,95,36,3,Not malfunction,parameters are working correctly
130,103,64,97,36,6,Malfunction,Heart_Rate
76,113,86,94,36,7,Malfunction,Blood_Pressure_Diastolic
75,117,72,98,37,5,Not malfunction,parameters are working correctly
86,94,72,99,36,3,Not malfunction,parameters are working correctly
86,112,77,100,36,4,Not malfunction,parameters are working correctly
81,116,65,97,36,2,Not malfunction,parameters are working correctly
95,105,71,90,36,8,Malfunction,Oxygen_Saturation
61,96,76,99,36,3,Not malfunction,parameters are working correctly
80,120,80,95,36,3,Not malfunction,parameters are working correctly
73,96,73,96,38,10,Malfunction,Temperature
113,108,63,99,36,8,Malfunction,Heart_Rate
81,109,62,97,36,2,Not malfunction,parameters are working correctly
124,107,71,96,36,6,Malfunction,Heart_Rate
75,147,76,97,36,10,Malfunction,Blood_Pressure_Systolic
76,99,79,97,37,4,Not malfunction,parameters are working correctly
99,94,66,98,36,4,Not malfunction,parameters are working correctly
80,105,86,97,36,8,Malfunction,Blood_Pressure_Diastolic
56,93,69,93,40,9,Malfunction,Temperature
98,120,74,98,37,4,Not malfunction,parameters are working correctly
87,106,90,96,36,10,Malfunction,Blood_Pressure_Diastolic
81,104,92,97,36,9,Malfunction,Blood_Pressure_Diastolic
79,144,69,99,36,9,Malfunction,Blood_Pressure_Systolic
118,106,74,98,36,10,Malfunction,Heart_Rate
88,98,77,98,40,10,Malfunction,Temperature
82,105,63,96,38,8,Malfunction,Temperature
85,96,77,90,36,10,Malfunction,Oxygen_Saturation
82,106,73,97,40,10,Malfunction,Temperature
81,97,71,98,36,3,Not malfunction,parameters are working correctly
68,116,72,100,36,2,Not malfunction,parameters are working correctly
100,112,76,97,40,8,Malfunction,Temperature
68,102,73,96,36,3,Not malfunction,parameters are working correctly
83,104,64,88,36,9,Malfunction,Oxygen_Saturation
119,110,72,98,36,9,Malfunction,Heart_Rate
78,104,78,97,36,2,Not malfunction,parameters are working correctly
78,137,78,97,36,10,Malfunction,Blood_Pressure_Systolic
82,105,76,99,36,2,Not malfunction,parameters are working correctly
74,93,78,95,37,1,Not malfunction,parameters are working correctly
90,96,80,97,36,5,Not malfunction,parameters are working correctly
71,92,65,99,37,3,Not malfunction,parameters are working correctly
85,106,79,95,36,4,Not malfunction,parameters are working correctly
82,124,70,89,36,7,Malfunction,Oxygen_Saturation
78,101,61,98,36,3,Not malfunction,parameters are working correctly
114,98,69,97,36,8,Malfunction,Heart_Rate
85,117,73,89,36,10,Malfunction,Oxygen_Saturation
95,117,72,95,36,1,Not malfunction,parameters are working correctly
113,100,63,97,36,7,Malfunction,Heart_Rate
88,109,74,97,37,3,Not malfunction,parameters are working correctly
79,106,84,88,36,6,Malfunction,Oxygen_Saturation
125,110,55,95,36,6,Malfunction,Heart_Rate
90,99,65,99,36,1,Not malfunction,parameters are working correctly
85,104,68,99,36,2,Not malfunction,parameters are working correctly
80,99,70,95,37,5,Not malfunction,parameters are working correctly
77,135,66,96,36,7,Malfunction,Blood_Pressure_Systolic
111,97,72,88,36,6,Malfunction,Oxygen_Saturation
68,100,67,88,36,10,Malfunction,Oxygen_Saturation
116,100,75,96,36,9,Malfunction,Heart_Rate
86,104,80,97,37,5,Not malfunction,parameters are working correctly
94,101,76,97,36,4,Not malfunction,parameters are working correctly
83,139,75,98,36,7,Malfunction,Blood_Pressure_Systolic
82,105,63,96,37,4,Not malfunction,parameters are working correctly
68,90,69,95,37,3,Not malfunction,parameters are working correctly
121,107,70,99,36,9,Malfunction,Heart_Rate
60,114,78,99,37,1,Not malfunction,parameters are working correctly
91,95,79,99,36,5,Not malfunction,parameters are working correctly
85,115,65,85,36,6,Malfunction,Oxygen_Saturation
69,109,68,98,37,2,Not malfunction,parameters are working correctly
121,102,69,96,36,7,Malfunction,Heart_Rate
84,105,67,98,38,6,Malfunction,Temperature
65,102,87,97,36,9,Malfunction,Blood_Pressure_Diastolic
63,91,78,99,36,2,Not malfunction,parameters are working correctly
111,112,68,97,36,6,Malfunction,Heart_Rate
62,118,77,99,37,4,Not malfunction,parameters are working correctly
93,106,93,95,36,7,Malfunction,Blood_Pressure_Diastolic
62,98,77,97,36,3,Not malfunction,parameters are working correctly
72,104,66,98,36,2,Not malfunction,parameters are working correctly
121,118,68,98,36,6,Malfunction,Heart_Rate
75,101,67,86,36,8,Malfunction,Oxygen_Saturation
78,96,66,98,36,2,Not malfunction,parameters are working correctly
86,116,63,100,36,1,Not malfunction,parameters are working correctly
65,90,66,88,36,10,Malfunction,Oxygen_Saturation
74,104,76,96,38,8,Malfunction,Temperature
86,100,71,97,39,8,Malfunction,Temperature
82,90,65,96,37,1,Not malfunction,parameters are working correctly
92,103,68,98,38,6,Malfunction,Temperature
126,97,64,99,36,10,Malfunction,Heart_Rate
73,134,70,96,36,8,Malfunction,Blood_Pressure_Systolic
81,119,69,96,37,2,Not malfunction,parameters are working correctly
94,131,79,97,36,7,Malfunction,Blood_Pressure_Systolic
100,98,70,99,36,4,Not malfunction,parameters are working correctly
85,94,74,100,36,5,Not malfunction,parameters are working correctly
76,115,71,98,37,3,Not malfunction,parameters are working correctly
66,109,70,98,37,1,Not malfunction,parameters are working correctly
64,108,69,95,36,5,Not malfunction,parameters are working correctly
99,102,67,95,37,3,Not malfunction,parameters are working correctly
98,108,78,98,37,1,Not malfunction,parameters are working correctly
72,97,71,95,37,2,Not malfunction,parameters are working correctly
80,101,77,98,37,3,Not malfunction,parameters are working correctly
121,108,65,96,36,6,Malfunction,Heart_Rate
70,104,62,95,36,5,Not malfunction,parameters are working correctly
90,118,78,98,37,4,Not malfunction,parameters are working correctly
83,97,90,98,36,9,Malfunction,Blood_Pressure_Diastolic
94,94,73,99,37,3,Not malfunction,parameters are working correctly
88,99,78,96,37,3,Not malfunction,parameters are working correctly
96,105,79,95,36,4,Not malfunction,parameters are working correctly
84,149,59,100,36,10,Malfunction,Blood_Pressure_Systolic
64,93,70,99,36,3,Not malfunction,parameters are working correctly
77,112,62,88,36,9,Malfunction,Oxygen_Saturation
84,144,72,96,36,6,Malfunction,Blood_Pressure_Systolic
73,94,67,98,39,8,Malfunction,Temperature
101,137,74,95,36,7,Malfunction,Blood_Pressure_Systolic
63,108,77,98,36,1,Not malfunction,parameters are working correctly
71,101,63,99,37,4,Not malfunction,parameters are working correctly
84,102,75,97,38,7,Malfunction,Temperature
92,93,63,97,40,8,Malfunction,Temperature
82,103,66,96,39,8,Malfunction,Temperature
63,103,71,90,36,9,Malfunction,Oxygen_Saturation
125,118,73,98,36,9,Malfunction,Heart_Rate
86,107,66,95,40,9,Malfunction,Temperature
60,97,78,97,37,4,Not malfunction,parameters are working correctly
72,104,65,86,36,9,Malfunction,Oxygen_Saturation
90,108,65,85,36,8,Malfunction,Oxygen_Saturation
75,108,72,95,39,6,Malfunction,Temperature
84,115,65,85,36,8,Malfunction,Oxygen_Saturation
68,119,72,96,37,1,Not malfunction,parameters are working correctly
69,109,77,99,37,4,Not malfunction,parameters are working correctly
88,100,69,86,36,7,Malfunction,Oxygen_Saturation
78,109,77,97,37,4,Not malfunction,parameters are working correctly
99,106,66,97,37,5,Not malfunction,parameters are working correctly
80,105,93,97,36,7,Malfunction,Blood_Pressure_Diastolic
70,112,70,97,39,6,Malfunction,Temperature
82,146,64,99,36,7,Malfunction,Blood_Pressure_Systolic
96,107,73,95,36,3,Not malfunction,parameters are working correctly
98,109,63,99,37,1,Not malfunction,parameters are working correctly
70,100,62,97,37,2,Not malfunction,parameters are working correctly
77,94,74,95,37,4,Not malfunction,parameters are working correctly
99,118,61,99,36,4,Not malfunction,parameters are working correctly
126,106,68,97,36,10,Malfunction,Heart_Rate
81,113,75,89,36,10,Malfunction,Oxygen_Saturation
112,105,83,98,36,6,Malfunction,Heart_Rate
100,100,68,98,37,2,Not malfunction,parameters are working correctly
84,92,67,97,36,2,Not malfunction,parameters are working correctly
90,110,75,96,37,3,Not malfunction,parameters are working correctly
65,117,76,96,36,5,Not malfunction,parameters are working correctly
61,105,71,97,36,2,Not malfunction,parameters are working correctly
57,149,67,97,36,8,Malfunction,Blood_Pressure_Systolic
79,105,68,97,37,3,Not malfunction,parameters are working correctly
81,101,64,95,36,2,Not malfunction,parameters are working correctly
89,100,86,96,37,9,Malfunction,Blood_Pressure_Diastolic
93,103,73,95,37,5,Not malfunction,parameters are working correctly
77,118,74,97,37,1,Not malfunction,parameters are working correctly
